Id,ORIG_FID,Shape_Leng,X,Y,R
0,1,4194.203966,12355584.79,4267109.587,33
0,1,4194.203966,12355611.11,4267170.1,33
0,1,4194.203966,12355625.7,4267232.498,33
0,1,4194.203966,12355634.39,4267294.259,33
0,1,4194.203966,12355665.33,4267351.989,33
0,1,4194.203966,12355728.81,4267352.11,33
0,1,4194.203966,12355779.56,4267318.964,33
0,1,4194.203966,12356048.49,4267212.37,33
0,1,4194.203966,12356080.81,4267164.48,33
0,1,4194.203966,12356099.4,4267106.692,33
0,1,4194.203966,12356119.93,4267078.423,33
0,1,4194.203966,12356161.99,4267059.449,33
0,1,4194.203966,12356214.95,4267030.412,33
0,1,4194.203966,12356212.41,4267093.18,33
0,1,4194.203966,12356240.54,4267041.977,33
0,1,4194.203966,12356274.69,4266986.709,33
0,1,4194.203966,12356321.26,4266944.227,33
0,1,4194.203966,12356299.76,4266885.286,33
0,1,4194.203966,12356289.49,4266831.371,33
0,1,4194.203966,12356247.15,4266793.037,33
0,1,4194.203966,12356186.27,4266817.491,33
0,1,4194.203966,12356161.39,4266784.942,33
0,1,4194.203966,12356172.21,4266719.914,33
0,1,4194.203966,12356117.57,4266702.991,33
0,1,4194.203966,12356052.63,4266694.594,33
0,1,4194.203966,12356066.53,4266656.385,33
0,1,4194.203966,12356120.82,4266620.569,33
0,1,4194.203966,12356174.73,4266594.397,33
0,1,4194.203966,12355893.89,4267236.192,33
0,1,4194.203966,12355952.25,4267211.825,33
0,1,4194.203966,12357701.41,4267983.51,33
0,1,4194.203966,12357660.44,4267931.901,33
0,1,4194.203966,12357608.22,4267891.556,33
0,1,4194.203966,12357556.08,4267851.084,33
0,1,4194.203966,12357502.74,4267812.327,33
0,1,4194.203966,12357440.61,4267790.881,33
0,1,4194.203966,12357376.36,4267777.068,33
0,1,4194.203966,12357310.43,4267775.601,33
0,1,4194.203966,12357248.83,4267754.19,33
0,1,4194.203966,12357188.19,4267733.137,33
0,1,4194.203966,12357122.36,4267736.694,33
0,1,4194.203966,12357059.84,4267757.432,33
0,1,4194.203966,12357000.16,4267785.613,33
0,1,4194.203966,12356941.62,4267815.968,33
0,1,4194.203966,12356879.78,4267827.009,33
0,1,4194.203966,12356815.19,4267816.366,33
0,1,4194.203966,12356765.23,4267773.281,33
0,1,4194.203966,12356712.34,4267734.204,33
0,1,4194.203966,12356653.07,4267707.247,33
0,1,4194.203966,12356600.95,4267667.619,33
0,1,4194.203966,12356546.59,4267633.578,33
0,1,4194.203966,12356481.54,4267622.976,33
0,1,4194.203966,12356416.85,4267617.806,33
0,1,4194.203966,12356357.16,4267590.53,33
0,1,4194.203966,12356301.15,4267557.06,33
0,1,4194.203966,12356260.96,4267510.96,33
0,1,4194.203966,12356211.66,4267467.815,33
0,1,4194.203966,12356152.52,4267490.47,33
0,1,4194.203966,12356089.59,4267472.082,33
0,1,4194.203966,12356083.53,4267425.679,33
0,1,4194.203966,12356024.65,4267434.693,33
0,1,4194.203966,12356022.62,4267377.882,33
0,1,4194.203966,12355977.72,4267329.513,33
0,1,4194.203966,12355920.56,4267299.1,33
0,1,4194.203966,12355858.57,4267301.916,33
0,0,4194.203966,12357427.81,4266430.22,33
0,0,4194.203966,12357204.66,4266511.47,33
0,0,4194.203966,12357249.5,4266481.011,33
0,0,4194.203966,12356219.24,4266589.807,33
0,0,4194.203966,12356100.01,4267222.473,33
0,0,4194.203966,12357553.33,4266444.834,33
0,0,4194.203966,12356515.94,4266118.002,33
0,0,4194.203966,12356504.31,4266078.938,33
0,0,4194.203966,12356325.58,4266258.168,33
0,0,4194.203966,12357052.46,4266510.759,33
0,0,4194.203966,12356005.92,4267204.054,33
0,0,4194.203966,12357949.97,4266311.103,33
0,0,9017.966571,12359779.56,4264782.65,100
0,0,9017.966571,12359816.91,4264978.938,100
0,0,9017.966571,12359950.29,4265123.859,100
0,0,9017.966571,12359798.66,4265401.215,100
0,0,9017.966571,12359607.02,4265446.454,100
0,0,9017.966571,12359407.43,4265439.455,100
0,0,9017.966571,12359232.76,4265513.467,100
0,0,9017.966571,12359181.63,4265690.726,100
0,0,9017.966571,12359047.64,4265835.265,100
0,0,9017.966571,12358849.66,4265817.696,100
0,0,9017.966571,12358654.77,4265808.969,100
0,0,9017.966571,12358550.8,4265974.844,100
0,0,9017.966571,12359900.81,4265561.987,100
0,0,9017.966571,12359886.5,4265761.435,100
0,0,9017.966571,12359859.74,4265959.063,100
0,0,9017.966571,12359859.15,4266158.442,100
0,0,9017.966571,12359812.8,4266352.973,100
0,0,9017.966571,12359834.66,4266547.139,100
0,0,9017.966571,12359882.87,4266741.225,100
0,0,9017.966571,12359905.82,4266938.215,100
0,0,9017.966571,12359845.75,4267128.834,100
0,0,9017.966571,12359735.92,4267285.927,100
0,0,9017.966571,12359555.72,4267372.141,100
0,0,9017.966571,12359389.38,4267463.91,100
0,0,9017.966571,12359334.93,4267656.066,100
0,0,9017.966571,12359298.43,4267852.227,100
0,0,9017.966571,12359372.57,4268012.271,100
0,0,9017.966571,12359475.3,4268178.311,100
0,0,9017.966571,12359556.25,4268361.19,100
0,0,9017.966571,12359703.21,4268492.414,100
0,0,9017.966571,12359881.17,4268581.48,100
0,0,9017.966571,12359968.59,4268704.764,100
0,0,9017.966571,12359785.4,4268637.679,100
0,0,9017.966571,12359603.54,4268584.07,100
0,0,9017.966571,12359461.98,4268469.857,100
0,0,9017.966571,12359342.01,4268318.238,100
0,0,9017.966571,12359203.52,4268222.44,100
0,0,9017.966571,12359012.45,4268167.629,100
0,0,9017.966571,12358817.25,4268144.692,100
0,0,9017.966571,12358622.97,4268184.022,100
0,0,9017.966571,12358439.53,4268163.763,100
0,0,9017.966571,12358249.52,4268221.297,100
0,0,9017.966571,12358052.06,4268218.189,100
0,0,9017.966571,12357857.73,4268241.879,100
0,0,9017.966571,12357770.08,4268071.184,100
0,0,9017.966571,12359954.31,4265327.074,100
0,0,9017.966571,12359702.72,4264599.883,100
